,estimator,depth,bs,split,feature,accuracy
615,200,25,True,1,sqrt,0.8571428571428571
616,200,25,True,2,sqrt,0.8571428571428571
617,200,25,True,3,sqrt,0.8571428571428571
618,200,25,True,1,log2,0.8571428571428571
619,200,25,True,2,log2,0.8571428571428571
620,200,25,True,3,log2,0.8571428571428571
621,200,25,False,1,auto,0.7857142857142857
622,200,25,False,2,auto,0.7857142857142857
623,200,25,False,3,auto,0.7857142857142857
624,200,25,False,1,sqrt,0.8775510204081632
625,200,25,False,2,sqrt,0.8775510204081632
626,200,25,False,3,sqrt,0.8673469387755102
627,200,25,False,1,log2,0.8775510204081632
628,200,25,False,2,log2,0.8775510204081632
629,200,25,False,3,log2,0.8673469387755102
630,200,30,True,1,auto,0.8673469387755102
631,200,30,True,2,auto,0.8673469387755102
632,200,30,True,3,auto,0.8673469387755102
633,200,30,True,1,sqrt,0.8571428571428571
634,200,30,True,2,sqrt,0.8571428571428571
635,200,30,True,3,sqrt,0.8571428571428571
636,200,30,True,1,log2,0.8571428571428571
637,200,30,True,2,log2,0.8571428571428571
638,200,30,True,3,log2,0.8571428571428571
639,200,30,False,1,auto,0.7857142857142857
640,200,30,False,2,auto,0.7857142857142857
641,200,30,False,3,auto,0.7857142857142857
642,200,30,False,1,sqrt,0.8775510204081632
643,200,30,False,2,sqrt,0.8775510204081632
644,200,30,False,3,sqrt,0.8673469387755102
645,200,30,False,1,log2,0.8775510204081632
646,200,30,False,2,log2,0.8775510204081632
647,200,30,False,3,log2,0.8673469387755102
